accuracy,loss,val_accuracy,val_loss,learning_rate
0.25542858242988586,2.166348934173584,0.5373333096504211,1.4783275127410889,9.999999747378752e-05
0.5171428322792053,1.4230015277862549,0.7386666536331177,1.0003435611724854,9.999999747378752e-05
0.6691428422927856,1.0411394834518433,0.8119999766349792,0.7635267972946167,9.999999747378752e-05
0.7400000095367432,0.8371404409408569,0.8399999737739563,0.6240795850753784,9.999999747378752e-05
0.7897142767906189,0.6873719096183777,0.862666666507721,0.5326771140098572,9.999999747378752e-05
0.8242856860160828,0.6040997505187988,0.8773333430290222,0.4739767611026764,9.999999747378752e-05
0.8377143144607544,0.5372797250747681,0.8840000033378601,0.42859402298927307,9.999999747378752e-05
0.8534285426139832,0.48508769273757935,0.8880000114440918,0.39455485343933105,9.999999747378752e-05
0.8637142777442932,0.449890673160553,0.8933333158493042,0.36916378140449524,9.999999747378752e-05
0.878000020980835,0.41660618782043457,0.8973333239555359,0.34514671564102173,9.999999747378752e-05
0.8808571696281433,0.39291778206825256,0.8986666798591614,0.3294826149940491,9.999999747378752e-05
0.8862857222557068,0.3669050335884094,0.9026666879653931,0.31293633580207825,9.999999747378752e-05
0.900857150554657,0.3387804329395294,0.9026666879653931,0.3032679259777069,9.999999747378752e-05
0.9065714478492737,0.3219541609287262,0.9079999923706055,0.2918303608894348,9.999999747378752e-05
0.9079999923706055,0.3092600107192993,0.9146666526794434,0.2820115089416504,9.999999747378752e-05
0.9102857112884521,0.30088987946510315,0.918666660785675,0.2726970911026001,9.999999747378752e-05
0.911142885684967,0.28849372267723083,0.9240000247955322,0.267668753862381,9.999999747378752e-05
0.9188571572303772,0.2754276692867279,0.9279999732971191,0.258385568857193,9.999999747378752e-05
0.9200000166893005,0.2655617296695709,0.9213333129882812,0.25493207573890686,9.999999747378752e-05
0.925428569316864,0.25172120332717896,0.9253333210945129,0.2500257194042206,9.999999747378752e-05
0.9302856922149658,0.23827718198299408,0.9306666851043701,0.24189229309558868,9.999999747378752e-05
0.9268571138381958,0.24533681571483612,0.9279999732971191,0.23749826848506927,9.999999747378752e-05
0.9325714111328125,0.22534623742103577,0.9359999895095825,0.23461920022964478,9.999999747378752e-05
0.9328571557998657,0.23033738136291504,0.9293333292007446,0.23226849734783173,9.999999747378752e-05
0.9354285597801208,0.21269433200359344,0.9319999814033508,0.22680418193340302,9.999999747378752e-05
0.9385714530944824,0.20403823256492615,0.9359999895095825,0.22216707468032837,9.999999747378752e-05
0.9394285678863525,0.20377500355243683,0.9346666932106018,0.21912814676761627,9.999999747378752e-05
0.9371428489685059,0.19974875450134277,0.9359999895095825,0.21585272252559662,9.999999747378752e-05
0.9351428747177124,0.21418294310569763,0.9386666417121887,0.21319887042045593,9.999999747378752e-05
0.9419999718666077,0.19249220192432404,0.9293333292007446,0.21431006491184235,9.999999747378752e-05
0.9374285936355591,0.1882423311471939,0.937333345413208,0.20781005918979645,9.999999747378752e-05
0.9408571720123291,0.1860295534133911,0.9319999814033508,0.211186483502388,9.999999747378752e-05
0.9405714273452759,0.18221284449100494,0.9413333535194397,0.20298364758491516,9.999999747378752e-05
0.9468571543693542,0.17206931114196777,0.9346666932106018,0.20413334667682648,9.999999747378752e-05
0.9497143030166626,0.16904300451278687,0.9386666417121887,0.20123529434204102,9.999999747378752e-05
0.949999988079071,0.16860829293727875,0.9440000057220459,0.19371311366558075,9.999999747378752e-05
0.9508571624755859,0.1689203381538391,0.9386666417121887,0.19518157839775085,9.999999747378752e-05
0.9494285583496094,0.1691347062587738,0.9399999976158142,0.1956915259361267,9.999999747378752e-05
0.9454285502433777,0.16885791718959808,0.9399999976158142,0.19292226433753967,9.999999747378752e-05
0.9494285583496094,0.1588219553232193,0.9399999976158142,0.1916593611240387,9.999999747378752e-05
0.9548571705818176,0.15583835542201996,0.9413333535194397,0.19030846655368805,9.999999747378752e-05
0.9588571190834045,0.14190742373466492,0.9426666498184204,0.18919655680656433,9.999999747378752e-05
0.952571451663971,0.15109333395957947,0.9440000057220459,0.18574751913547516,9.999999747378752e-05
0.9594285488128662,0.1472151279449463,0.9453333616256714,0.18198934197425842,9.999999747378752e-05
0.9577142596244812,0.143548846244812,0.9466666579246521,0.1822509765625,9.999999747378752e-05
0.9562857151031494,0.1454220563173294,0.9466666579246521,0.1855192929506302,9.999999747378752e-05
0.9645714163780212,0.12879973649978638,0.9466666579246521,0.17977502942085266,9.999999747378752e-05
0.9625714421272278,0.13299725949764252,0.9453333616256714,0.17774784564971924,9.999999747378752e-05
0.954285740852356,0.142984539270401,0.9466666579246521,0.17687487602233887,9.999999747378752e-05
0.9580000042915344,0.14159215986728668,0.9440000057220459,0.17740195989608765,9.999999747378752e-05
